Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of KOR 306 is 15
The betweenness centrality of KOR 440 is 21
The betweenness centrality of KOR 441 is 11
The betweenness centrality of LA 101 is 0.000256016
The betweenness centrality of LA 199 is 0.000256016
The betweenness centrality of LA 221 is 0.000256016
The betweenness centrality of LA 222 is 0.000256016
The betweenness centrality of LA 233 is 10
The betweenness centrality of LA 234 is 11
The betweenness centrality of LA 241 is 3
The betweenness centrality of MATH 014 is 0
The betweenness centrality of LA 242 is 0.000256016
The betweenness centrality of LA 250 is 0.333333
The betweenness centrality of LA 280 is 6
The betweenness centrality of LA 281 is 2.5
The betweenness centrality of LA 301 is 0.000256016
The betweenness centrality of LA 314 is 1
The betweenness centrality of LA 315 is 1
The betweenness centrality of LA 335 is 12.5
The betweenness centrality of LA 336 is 13.5
The betweenness centrality of LA 342 is 4
The betweenness centrality of LA 343 is 3
The betweenness centrality of LA 345 is 0.000256016
The betweenness centrality of LA 346 is 0.000256016
The betweenness centrality of LA 390 is 0.000256016
The betweenness centrality of LA 399 is 0.000256016
The betweenness centrality of LA 427 is 0.000256016
The betweenness centrality of LA 430 is 0.000256016
The betweenness centrality of LA 437 is 2.5
The betweenness centrality of LA 438 is 5
The betweenness centrality of LA 446 is 0.000256016
The betweenness centrality of LA 452 is 1
The betweenness centrality of HORT 302 is 0
The betweenness centrality of LA 454 is 0.111111
The betweenness centrality of LA 460 is 0.611111
The betweenness centrality of LA 466 is 0.000256016
The betweenness centrality of LA 472 is 0.000256016
The betweenness centrality of LA 480 is 0.000256016
The betweenness centrality of LA 482 is 8.5
The betweenness centrality of LA 501 is 0.000256016
The betweenness centrality of LA 513 is 1
The betweenness centrality of LA 515 is 1
The betweenness centrality of LA 537 is 1.33333
The betweenness centrality of LA 441 is 0
The betweenness centrality of LA 450 is 0
The betweenness centrality of LA 538 is 4.5
The betweenness centrality of LA 587 is 0.000256016
The betweenness centrality of LA 589 is 0.000256016
The betweenness centrality of LA 590 is 0.000256016
The betweenness centrality of LA 593 is 0.000256016
The betweenness centrality of LA 594 is 1
The betweenness centrality of LA 597 is 0.000256016
The betweenness centrality of LA 598 is 0.000256016
The betweenness centrality of LA 599 is 0.000256016
The betweenness centrality of LAS 100 is 0.000256016
The betweenness centrality of LAS 101 is 0.000256016
The betweenness centrality of LAS 102 is 0.000256016
The betweenness centrality of LAS 122 is 0.000256016
The betweenness centrality of LAS 199 is 0.000256016
The betweenness centrality of LAS 291 is 1
The betweenness centrality of LAS 292 is 1
The betweenness centrality of LAS 299 is 0.000256016
The betweenness centrality of LAS 399 is 0.000256016
The betweenness centrality of LAS 494 is 0.000256016
The betweenness centrality of LAST 170 is 1
The betweenness centrality of LAST 210 is 0.000256016
The betweenness centrality of LAST 232 is 1.09394
The betweenness centrality of SPAN 141 is 118.682
The betweenness centrality of SPAN 142 is 113.318
The betweenness centrality of LAST 308 is 0.000256016
The betweenness centrality of LAST 343 is 0.000256016
The betweenness centrality of LAST 395 is 0.000256016
The betweenness centrality of LAST 445 is 0.000256016
The betweenness centrality of LAST 490 is 1
The betweenness centrality of LAST 550 is 0.000256016
The betweenness centrality of LAST 590 is 0.000256016
The betweenness centrality of LAST 597 is 0.000256016
The betweenness centrality of LAST 599 is 0.000256016
The betweenness centrality of LAT 101 is 2
The betweenness centrality of LAT 102 is 3
The betweenness centrality of LAT 199 is 0.000256016
The betweenness centrality of LAT 201 is 2
The betweenness centrality of LAT 202 is 3
The betweenness centrality of LAT 401 is 2
The betweenness centrality of LAT 411 is 2
The betweenness centrality of LAT 104 is 0
The betweenness centrality of LAT 492 is 0.000256016
The betweenness centrality of LAT 493 is 1
The betweenness centrality of LAT 511 is 0.000256016
The betweenness centrality of LAT 520 is 0.333333
The betweenness centrality of LAT 531 is 0.666667
The betweenness centrality of LAT 595 is 0.000256016
The betweenness centrality of LAT 599 is 0.000256016
The betweenness centrality of LAW 301 is 0.000256016
The betweenness centrality of LAW 303 is 0.000256016
The betweenness centrality of LAW 305 is 0.000256016
The betweenness centrality of LAW 499 is 0.000256016
The betweenness centrality of LAW 500 is 0.000256016
The betweenness centrality of LAW 501 is 0.000256016
The betweenness centrality of LAW 599 is 0.000256016
The betweenness centrality of LAW 600 is 0.000256016
The betweenness centrality of LAW 601 is 0.000256016
The betweenness centrality of LAW 602 is 0.000256016
The betweenness centrality of LAW 603 is 0.000256016
The betweenness centrality of LAW 604 is 0.000256016
The betweenness centrality of LAW 605 is 0.000256016
The betweenness centrality of LAW 606 is 1
The betweenness centrality of LAW 607 is 0.000256016
The betweenness centrality of LAW 609 is 0.000256016
The betweenness centrality of LAW 610 is 0.000256016
The betweenness centrality of LAW 615 is 0.000256016
The betweenness centrality of LAW 616 is 0.000256016
The betweenness centrality of LAW 624 is 0.000256016
The betweenness centrality of LAW 625 is 1
The betweenness centrality of LAW 627 is 0.000256016
The betweenness centrality of LAW 629 is 0.000256016
The betweenness centrality of LAW 631 is 0.000256016
The betweenness centrality of LAW 633 is 1
The betweenness centrality of LAW 634 is 1
The betweenness centrality of LAW 638 is 0.000256016
The betweenness centrality of LAW 642 is 0.000256016
The betweenness centrality of LAW 643 is 0.000256016
The betweenness centrality of LAW 644 is 0.000256016
The betweenness centrality of LAW 645 is 0.000256016
The betweenness centrality of LAW 647 is 1
The betweenness centrality of LAW 648 is 1
The betweenness centrality of LAW 653 is 0.000256016
The betweenness centrality of LAW 656 is 0.000256016
The betweenness centrality of LAW 657 is 0.000256016
The betweenness centrality of LAW 660 is 0.000256016
The betweenness centrality of LAW 662 is 0.000256016
The betweenness centrality of LAW 664 is 0.000256016
The betweenness centrality of LAW 665 is 0.000256016
The betweenness centrality of LAW 667 is 0.000256016
The betweenness centrality of LAW 668 is 0.000256016
The betweenness centrality of LAW 670 is 0.000256016
The betweenness centrality of LAW 679 is 0.000256016
The betweenness centrality of LAW 680 is 0.000256016
The betweenness centrality of LAW 682 is 2
The betweenness centrality of LAW 683 is 0.000256016
The betweenness centrality of LAW 684 is 0.000256016
The betweenness centrality of LAW 685 is 0.000256016
The betweenness centrality of LAW 686 is 0.000256016
The betweenness centrality of LAW 687 is 0.000256016
The betweenness centrality of LAW 692 is 0.000256016
The betweenness centrality of LAW 693 is 0.000256016
The betweenness centrality of LAW 694 is 0
The betweenness centrality of LAW 695 is 2
The betweenness centrality of LAW 696 is 0.000256016
The betweenness centrality of LAW 697 is 0.000256016
The betweenness centrality of LAW 699 is 0.000256016
The betweenness centrality of LAW 792 is 0.000256016
The betweenness centrality of LAW 793 is 0.000256016
The betweenness centrality of LAW 794 is 0.000256016
The betweenness centrality of LAW 795 is 0.000256016
The betweenness centrality of LAW 796 is 0.000256016
The betweenness centrality of LAW 797 is 0.000256016
The betweenness centrality of LAW 798 is 0.000256016
The betweenness centrality of LCTL 101 is 0.000256016
The betweenness centrality of LCTL 102 is 0.000256016
The betweenness centrality of LEAD 140 is 0.000256016
The betweenness centrality of LEAD 170 is 0.000256016
The betweenness centrality of LEAD 230 is 0.000256016
The betweenness centrality of LEAD 260 is 1
The betweenness centrality of LEAD 300 is 0.5
The betweenness centrality of LEAD 310 is 0.000256016
The betweenness centrality of LEAD 321 is 2.5
The betweenness centrality of LEAD 280 is 0
The betweenness centrality of LEAD 320 is 0
The betweenness centrality of LEAD 340 is 0.000256016
The betweenness centrality of LEAD 380 is 1
The betweenness centrality of LEAD 440 is 0.000256016
The betweenness centrality of LEAD 451 is 0.000256016
The betweenness centrality of LEAD 460 is 2
The betweenness centrality of LEAD 470 is 0.000256016
The betweenness centrality of LEAD 480 is 0.333333
The betweenness centrality of LER 100 is 0.5
The betweenness centrality of LER 110 is 0.5
The betweenness centrality of LER 120 is 0.000256016
The betweenness centrality of LER 130 is 0.000256016
The betweenness centrality of LER 199 is 0.000256016
The betweenness centrality of LER 200 is 0.000256016
The betweenness centrality of LER 290 is 0.000256016
The betweenness centrality of LER 300 is 0.000256016
The betweenness centrality of LER 320 is 2
The betweenness centrality of LER 330 is 0.000256016
The betweenness centrality of LER 440 is 0.0212766
The betweenness centrality of LER 522 is 2
The betweenness centrality of LER 547 is 0
The betweenness centrality of LER 591 is 1
The betweenness centrality of LER 523 is 0.000256016
The betweenness centrality of LER 540 is 0.112186
The betweenness centrality of LER 541 is 0.112186
The betweenness centrality of LER 542 is 0.000256016
The betweenness centrality of LER 543 is 0.000256016
The betweenness centrality of LER 545 is 0.333333
The betweenness centrality of LER 556 is 0.000256016
The betweenness centrality of LER 557 is 0.000256016
The betweenness centrality of LER 558 is 0.000256016
The betweenness centrality of LER 559 is 0.000256016
The betweenness centrality of LER 561 is 0.000256016
The betweenness centrality of LER 562 is 0.000256016
The betweenness centrality of LER 564 is 0.000256016
The betweenness centrality of LER 565 is 0.000256016
The betweenness centrality of LER 566 is 0.000256016
The betweenness centrality of LER 567 is 0.000256016
The betweenness centrality of LER 568 is 0.000256016
The betweenness centrality of LER 569 is 0.000256016
The betweenness centrality of LER 580 is 0.000256016
The betweenness centrality of LER 590 is 0.000256016
The betweenness centrality of LER 595 is 0.000256016
The betweenness centrality of LER 597 is 0.000256016
The betweenness centrality of LER 598 is 0.000256016
The betweenness centrality of LER 599 is 0.000256016
The betweenness centrality of LING 104 is 0.000256016
The betweenness centrality of LING 111 is 0.000256016
The betweenness centrality of LING 115 is 0.000256016
The betweenness centrality of LING 191 is 0.000256016
The betweenness centrality of LING 199 is 0.000256016
The betweenness centrality of LING 210 is 0.000256016
The betweenness centrality of LING 221 is 1
The betweenness centrality of SHS 121 is 4
The betweenness centrality of LING 222 is 0.000256016
The betweenness centrality of LING 225 is 1.5
The betweenness centrality of LING 250 is 0.000256016
The betweenness centrality of LING 270 is 0.111111
The betweenness centrality of LING 290 is 0.000256016
The betweenness centrality of LING 291 is 0.000256016
The betweenness centrality of LING 300 is 0.000256016
The betweenness centrality of LING 301 is 1
The betweenness centrality of LING 302 is 1
The betweenness centrality of LING 303 is 0.000256016
The betweenness centrality of LING 304 is 0.5
The betweenness centrality of LING 307 is 0.5
The betweenness centrality of LING 321 is 0.5
The betweenness centrality of SHS 221 is 4
The betweenness centrality of LING 391 is 0.000256016
The betweenness centrality of LING 401 is 4.5
The betweenness centrality of LING 402 is 0.000256016
The betweenness centrality of LING 403 is 3
The betweenness centrality of LING 404 is 0.000256016
The betweenness centrality of STAT 212 is 1.83333
The betweenness centrality of LING 410 is 1.66667
The betweenness centrality of LING 412 is 0.000256016
The betweenness centrality of LING 413 is 1.40469
The betweenness centrality of LING 415 is 0.000256016
The betweenness centrality of LING 418 is 0.000256016
The betweenness centrality of LING 425 is 2
The betweenness centrality of LING 426 is 0.000256016
The betweenness centrality of LING 427 is 0.931901
The betweenness centrality of SHS 170 is 1.5
The betweenness centrality of LING 430 is 0.166667
The betweenness centrality of LING 438 is 0.000256016
The betweenness centrality of LING 450 is 2
The betweenness centrality of LING 462 is 0.411111
